|55040| 31092|12:15:01.013|inf:50 |                                    :45    |   pylon_usermessage>> [UserMessage] Connection Established: 2026-03-28 11:15:01.0133352 (pid: 55040)
|55040| 31092|12:15:01.014|inf:50 |                                    :45    |   pylon_usermessage>> [UserMessage] Writing capture log to C:\Users\anastaziuk\Desktop\DevshGraphicsProgramming\Nabla\worktrees\fastpath31\artifacts\nsight_graphics_probe\2026-03-28_1run_frame1000_compare\devshfixes_upstream\run01\devshfixes_upstream_frame1000_run01.log
|55040| 31092|12:15:01.179|inf:50 |                                    :45    |   pylon_usermessage>> [UserMessage] Detected enabled Vulkan layer: VK_LAYER_KHRONOS_validation (version 1.4.341)
|55040| 31092|12:15:01.224|inf:50 |                                    :36    | pylon_vobj_lifetime>> [Initialize] uid: 2, api: Vulkan, type: PhysicalDevice
|55040| 31092|12:15:01.224|inf:50 |                                    :36    | pylon_vobj_lifetime>> [Initialize] uid: 1, api: Vulkan, type: Instance
|55040| 31092|12:15:01.224|wrn:50 |                                    :94    |               pylon>> Unexpected instance function not implemented by our layer: vkGetPhysicalDeviceVideoCapabilitiesKHR
|55040| 31092|12:15:01.224|wrn:50 |                                    :94    |               pylon>> Unexpected instance function not implemented by our layer: vkGetPhysicalDeviceVideoFormatPropertiesKHR
|55040| 31092|12:15:01.224|wrn:50 |                                    :94    |               pylon>> Unexpected instance function not implemented by our layer: vkEnumeratePhysicalDeviceQueueFamilyPerformanceQueryCountersKHR
|55040| 31092|12:15:01.224|wrn:50 |                                    :94    |               pylon>> Unexpected instance function not implemented by our layer: vkGetPhysicalDeviceQueueFamilyPerformanceQueryPassesKHR
|55040| 31092|12:15:01.224|wrn:50 |                                    :94    |               pylon>> Unexpected instance function not implemented by our layer: vkGetPhysicalDeviceVideoEncodeQualityLevelPropertiesKHR
|55040| 31092|12:15:01.224|wrn:50 |                                    :94    |               pylon>> Unexpected instance function not implemented by our layer: vkAcquireDrmDisplayEXT
|55040| 31092|12:15:01.224|wrn:50 |                                    :94    |               pylon>> Unexpected instance function not implemented by our layer: vkGetDrmDisplayEXT
|55040| 31092|12:15:01.224|wrn:50 |                                    :94    |               pylon>> Unexpected instance function not implemented by our layer: vkGetPhysicalDeviceQueueFamilyDataGraphPropertiesARM
